iter	Logloss
137	0.1246149453
138	0.124277503
139	0.1238242821
140	0.1232986118
141	0.1228223572
142	0.1224776519
143	0.1220075208
144	0.1212735438
145	0.12086157
146	0.1204662919
147	0.1199189995
148	0.1194856716
149	0.1188601658
150	0.1184040084
151	0.1178031361
152	0.1169870466
153	0.1163832086
154	0.1159246803
155	0.1155263445
156	0.1152063759
157	0.1145892201
158	0.1140869745
159	0.1136469257
160	0.1133508917
161	0.1131278123
162	0.1126145874
163	0.1121703345
164	0.1117919221
165	0.1112674101
166	0.1107014235
167	0.1103440686
168	0.109810536
169	0.1094045736
170	0.1089344458
171	0.1086771036
172	0.1084420868
173	0.1080638187
174	0.1075833822
175	0.1073180673
176	0.1067218472
177	0.1062854548
178	0.1059600874
179	0.1057115975
180	0.1052517927
181	0.1048983093
182	0.1046726881
183	0.104241472
184	0.1039374576
185	0.1035029083
186	0.1030652976
187	0.1027041444
188	0.1023778948
189	0.1018001808
190	0.1015846885
191	0.1012550033
192	0.1009605955
193	0.1007865862
194	0.1003335013
195	0.09998114725
196	0.09971964036
197	0.09935036029
198	0.09887744435
199	0.09848028303
200	0.09825182248
201	0.09789387372
202	0.09741847094
203	0.09708984877
204	0.09676945286
205	0.09645032483
206	0.09608868104
207	0.09571024323
208	0.09537816811
209	0.09509756028
210	0.09488711698
211	0.09454662995
212	0.09426593819
213	0.09384747029
214	0.09360046813
215	0.09319556746
216	0.09272144355
217	0.09245579862
218	0.09215668553
219	0.09183509539
220	0.0914058714
221	0.09093642799
222	0.09063141259
223	0.09028276613
224	0.0899029008
225	0.08963546687
226	0.08932705426
227	0.08893412301
228	0.08863433633
229	0.08835403087
230	0.08793774846
231	0.08776885204
232	0.08753019062
233	0.08726427397
234	0.08702287527
235	0.0867877843
236	0.08642181846
237	0.08608859677
238	0.08575180074
239	0.08551154098
240	0.08529792981
241	0.08513743314
242	0.08488576181
243	0.08483893999
244	0.0845324364
245	0.08436773275
246	0.08423704811
247	0.08399773055
248	0.08372987556
249	0.08338348403
250	0.08315011723
251	0.08297184589
252	0.08268550802
253	0.08257936221
254	0.08224989628
255	0.08207659293
256	0.08189198352
257	0.08172090403
258	0.08149337746
259	0.08139952771
260	0.08123193963
261	0.08098481862
262	0.08089854569
263	0.08059179212
264	0.08035539136
265	0.08010104435
266	0.08004234925
267	0.07984117351
268	0.07950790905
269	0.07927241857
270	0.0790959138
271	0.07878172721
272	0.07852514722
273	0.07834887595
274	0.07804752769
275	0.07779901162
276	0.07762273701
277	0.07745513484
278	0.0772553314
279	0.07700670246
280	0.0768762278
281	0.07646798595
282	0.07616778973
283	0.07599023753
284	0.07579809194
285	0.07556813927
286	0.07529297623
287	0.07509536864
288	0.07479707688
289	0.07462626232
290	0.07440296256
291	0.07424574351
292	0.0740708196
293	0.07390513902
294	0.07368892236
295	0.0733721866
296	0.07321997542
297	0.07309510618
298	0.07287842208
299	0.07266769032
300	0.07255810896
301	0.0723202425
302	0.07217325562
303	0.07191096171
304	0.07179912701
305	0.071581744
306	0.07130164864
307	0.07098111774
308	0.07078614012
309	0.07060724055
310	0.07049815604
311	0.07034037122
312	0.07020656957
313	0.06986423215
314	0.06959772869
315	0.06937715555
316	0.06923199499
317	0.06899490729
318	0.06879968123
319	0.06855001759
320	0.06837031349
321	0.06805149654
322	0.06789196592
323	0.06763201483
324	0.06744133213
325	0.06736797942
326	0.06716038481
327	0.06692045014
328	0.06674359815
329	0.06659793501
330	0.06647566499
331	0.066212291
332	0.06585284891
333	0.06572307437
334	0.0654559789
335	0.06529676939
336	0.06510480436
337	0.06489582472
338	0.06471801987
339	0.06455754078
340	0.06439777391
341	0.06424343317
342	0.06403904545
343	0.06388987138
344	0.06378795162
345	0.06355840416
346	0.06346384818
347	0.06325353021
348	0.06300192156
349	0.06290319427
350	0.06271290603
351	0.06245039204
352	0.06217679821
353	0.06192799137
354	0.06178759259
355	0.06160524452
356	0.06143008762
357	0.06114870654
358	0.06104636784
359	0.06076281087
360	0.06060605434
361	0.06034672859
362	0.06025482145
363	0.06013082862
364	0.05979226358
365	0.05962521444
366	0.05946485241
367	0.05928473203
368	0.05913967598
369	0.05906240997
370	0.05892031887
371	0.05879533329
372	0.05855028565
373	0.05842075964
374	0.05815822285
375	0.05802180953
376	0.05789949027
377	0.05771878213
378	0.05755661017
379	0.05742463205
380	0.05725334575
381	0.05711409675
382	0.05695738587
383	0.05680721925
384	0.05664207764
385	0.05646885997
386	0.05625071623
387	0.05612038026
388	0.05597690232
389	0.05581066215
390	0.05560040804
391	0.0555021887
392	0.05531420051
393	0.05524158749
394	0.05510292787
395	0.05501503767
396	0.05479928033
397	0.05467739406
398	0.05451850386
399	0.0543815475
400	0.0541815895
401	0.05403662726
402	0.05387820685
403	0.0537182722
404	0.05361979214
405	0.05353593587
406	0.05338073676
407	0.05337294811
408	0.05316427712
409	0.05297139346
410	0.05286149347
411	0.05274415901
412	0.05260101664
413	0.05249602986
414	0.05239583927
415	0.05225618804
416	0.0520138059
417	0.05176719266
418	0.05160425197
419	0.05148389046
420	0.05132094756
421	0.05118938607
422	0.0510976576
423	0.05098073097
424	0.0508418776
425	0.05067132797
426	0.05066419601
427	0.05054456223
428	0.05045626836
429	0.0503912467
430	0.05030723453
431	0.05021681901
432	0.05011197441
433	0.05009508174
434	0.04988254162
435	0.04983738955
436	0.04967808299
437	0.04951590154
438	0.04933039639
439	0.04924323776
440	0.04905595891
441	0.0489567798
442	0.04876635571
443	0.048730425
444	0.04857229071
445	0.04842801716
446	0.04829822718
447	0.04823420765
448	0.04803287421
449	0.04782377434
450	0.04771295753
451	0.04750303753
452	0.04737974717
453	0.04728743402
454	0.04718225507
455	0.04707014608
456	0.04699279468
457	0.0469087526
458	0.04668641248
459	0.04650339662
460	0.04636266544
461	0.04619467148
462	0.04608122195
463	0.04602057989
464	0.04585559893
465	0.04571087181
466	0.04556524101
467	0.04541808016
468	0.04527689941
469	0.04520248613
470	0.04508781885
471	0.04495011755
472	0.04486546532
473	0.04469382002
474	0.04456360319
475	0.04449557292
476	0.04437364044
477	0.04416963796
478	0.04403986559
479	0.04390886232
480	0.04383815389
481	0.04372822328
482	0.04361485753
483	0.04348304814
484	0.04333325145
485	0.04314795808
486	0.04307486749
487	0.04291100262
488	0.04284426041
489	0.04272150497
490	0.04258074501
491	0.04250441186
492	0.04241801311
493	0.04228522484
494	0.0421729511
495	0.04211184404
496	0.0420186399
497	0.04188490799
498	0.04172857916
499	0.04165702463
500	0.04163310279
501	0.04151697397
502	0.0413198196
503	0.04117804112
504	0.04106961549
505	0.04084029941
506	0.04075791326
507	0.04065244454
508	0.04048785817
509	0.04036083513
510	0.04019487051
511	0.04019155934
512	0.04011558294
513	0.0400200648
514	0.03992937401
515	0.03985248793
516	0.03978784384
517	0.03963085254
518	0.03949046781
519	0.03941974018
520	0.03928185702
521	0.03918716776
522	0.03910798357
523	0.03892202562
524	0.03885433791
525	0.03880046687
526	0.03870041579
527	0.03867900875
528	0.03863192327
529	0.0384988853
530	0.038351251
531	0.03829936418
532	0.03824796747
533	0.03818750016
534	0.03816032667
535	0.03802844841
536	0.03786462346
537	0.0377272435
538	0.0375985789
539	0.03758271103
540	0.0374026784
541	0.03736199559
542	0.03726186592
543	0.03724678282
544	0.03707718113
545	0.03702097143
546	0.03689311463
547	0.036774572
548	0.03667494645
549	0.03657342774
550	0.03641763495
551	0.03627349884
552	0.03617673174
553	0.03608896304
554	0.03607430809
555	0.03596862863
556	0.03583329707
557	0.03571848631
558	0.03563263954
559	0.03550429899
560	0.03541593589
561	0.03534226369
562	0.03528624015
563	0.03524574278
564	0.0352282189
565	0.0352071808
566	0.03515600566
567	0.03503629786
568	0.03492224228
569	0.03480348214
570	0.03470551523
571	0.0346600056
572	0.03452339396
573	0.03446451858
574	0.03441386946
575	0.03434443849
576	0.03419891183
577	0.03407463112
578	0.03392314116
579	0.03384375748
580	0.03375118897
581	0.03364182747
582	0.03350175414
583	0.0333890681
584	0.03335833071
585	0.03323955282
586	0.03318805152
587	0.0331247776
588	0.03307093222
589	0.03301719907
590	0.03292969588
591	0.03288491456
592	0.03283218123
593	0.0327232159
594	0.03264962518
595	0.03254720789
596	0.0324452445
597	0.03235535776
598	0.0322705139
599	0.03218240805
600	0.03202661987
601	0.03194911328
602	0.03186684821
603	0.03183177877
604	0.03172122847
605	0.03163680879
606	0.03158393248
607	0.03150824652
608	0.031450549
609	0.03141747444
610	0.03129035805
611	0.03121184725
612	0.03111676746
613	0.03103600345
614	0.03096999483
615	0.03092156985
616	0.03084063503
617	0.03072853769
618	0.03063258264
619	0.03055308465
620	0.03045909516
621	0.03039324634
622	0.03025335456
623	0.03017860268
624	0.03013892123
625	0.03004556137
626	0.0299499361
627	0.02988546977
628	0.02980604748
629	0.02973813386
630	0.02965941269
631	0.02959846651
632	0.02955204963
633	0.02945142715
634	0.02939383671
635	0.02926614845
636	0.02922290824
637	0.02917245596
638	0.029051388
639	0.02893376305
640	0.02887494692
641	0.02882593725
642	0.02875502576
643	0.0286467975
644	0.02858198703
645	0.02849956353
646	0.02839506763
647	0.02830981671
648	0.02828588683
649	0.0282310982
650	0.02814604058
651	0.02808385145
652	0.02803311693
653	0.02798558654
654	0.02790643027
655	0.02782327277
656	0.02772734815
657	0.027674024
658	0.02767191084
659	0.02763628228
660	0.02754841914
661	0.02748522462
662	0.02745021385
663	0.02741494886
664	0.02738057029
665	0.02730542301
666	0.02723783348
667	0.02714878868
668	0.02711727123
669	0.0270889692
670	0.02707966288
671	0.02700358648
672	0.02697069231
673	0.0269641509
674	0.02690749034
675	0.02685607543
676	0.02680425405
677	0.02674225583
678	0.02663799664
679	0.02659786504
680	0.02652475815
681	0.02643085353
682	0.02638977015
683	0.0263879044
684	0.02627914795
685	0.02621497654
686	0.02614956639
687	0.02611410652
688	0.02606423589
689	0.02602537411
690	0.02594868973
691	0.02585878348
692	0.02577545499
693	0.02575083835
694	0.02568441477
695	0.02565204521
696	0.02556654503
697	0.02549509768
698	0.02539484531
699	0.02533974433
700	0.02523633643
701	0.0251890619
702	0.02515489822
703	0.02512517163
704	0.02508819914
705	0.02504079128
706	0.02498188722
707	0.02494302065
708	0.02490268126
709	0.02488590086
710	0.02486261795
711	0.02476261267
712	0.02468573458
713	0.02460031908
714	0.02457743473
715	0.02449329172
716	0.02442132377
717	0.02436938311
718	0.02426216286
719	0.02420242728
720	0.02413820344
721	0.02413019571
722	0.02410461415
723	0.02408634864
724	0.0240060402
725	0.02390634515
726	0.02384810747
727	0.02377654179
728	0.02375565932
729	0.02370044114
730	0.02363836442
731	0.02358296243
732	0.02351476889
733	0.02349413347
734	0.02345132765
735	0.02341941103
736	0.02333135676
737	0.02332070213
738	0.02323503263
739	0.02321540178
740	0.02318288102
741	0.0231562541
742	0.02313646319
743	0.02310324
744	0.02305684787
745	0.02296494819
746	0.02293395734
747	0.02287896042
748	0.02285808486
749	0.02279986385
750	0.02269849589
751	0.02264088463
752	0.02261669718
753	0.02260334881
754	0.02257074798
755	0.02250497543
756	0.02242533554
757	0.02234401746
758	0.02230832472
759	0.02224494391
760	0.02224400848
761	0.02221256148
762	0.02219460859
763	0.02214903451
764	0.02208080909
765	0.02202122386
766	0.02198173919
767	0.02192767964
768	0.02191261058
769	0.0218812979
770	0.02179229894
771	0.02173269186
772	0.02167238519
773	0.02165041586
774	0.02162143289
775	0.02156290581
776	0.02151268995
777	0.0214712183
778	0.02143801512
779	0.02138964085
780	0.02131110729
781	0.02124476835
782	0.0212382456
783	0.02116743036
784	0.02112403397
785	0.02111949652
786	0.02110605277
787	0.02110505145
788	0.02103878983
789	0.02096507897
790	0.02088229456
791	0.02088172925
792	0.02086751717
793	0.02084512014
794	0.02082189761
795	0.02081629141
796	0.02073055954
797	0.02068659392
798	0.02063168123
799	0.02057904135
800	0.02053614497
801	0.02050684239
802	0.02046318821
803	0.02038753292
804	0.02028285692
805	0.0202333536
806	0.02020422995
807	0.02015776656
808	0.02010596022
809	0.02010545276
810	0.02004593461
811	0.02002151967
812	0.01998466284
813	0.01995698198
814	0.01989819241
815	0.01985825149
816	0.01984669115
817	0.01982421066
818	0.01976531616
819	0.0197480172
820	0.01971925712
821	0.01969681226
822	0.01963073694
823	0.01960979946
824	0.01956566226
825	0.01951816484
826	0.01946907451
827	0.01945164046
828	0.01945112681
829	0.01942283273
830	0.01934880699
831	0.01931438791
832	0.01926553094
833	0.01922569137
834	0.0191970829
835	0.01916535412
836	0.01911767637
837	0.01911720071
838	0.01908971912
839	0.01904871401
840	0.01902501013
841	0.01900660922
842	0.01897544566
843	0.01895002118
844	0.01889954274
845	0.01887454583
846	0.01883090475
847	0.01874380546
848	0.01869866671
849	0.01864795573
850	0.01861439634
851	0.01856569621
852	0.01853856518
853	0.01853854387
854	0.01852208242
855	0.01851366853
856	0.01847888801
857	0.0184133668
858	0.01837638784
859	0.01832782104
860	0.01829837737
861	0.01826280878
862	0.01821542744
863	0.01819436928
864	0.01819435731
865	0.01815630975
866	0.01812669092
867	0.01810106691
868	0.01805944342
869	0.01801071589
870	0.01797106081
871	0.01793053851
872	0.01789773935
873	0.01785438362
874	0.01782909775
875	0.01777110205
876	0.0177498086
877	0.01774980634
878	0.01772712162
879	0.01768854785
880	0.01765957491
881	0.01761626289
882	0.01760876389
883	0.01758033192
884	0.01754128249
885	0.01751267903
886	0.01746936643
887	0.01742472611
888	0.01742221474
889	0.01740819569
890	0.01733693663
891	0.01733693053
892	0.01731007391
893	0.01730099441
894	0.01730046581
895	0.01726150124
896	0.01726109183
897	0.01720780413
898	0.01716284328
899	0.01712182716
900	0.01704953778
901	0.01701642216
902	0.01699442199
903	0.01695379472
904	0.01692202349
905	0.01689611404
906	0.01684229797
907	0.01680343376
908	0.01678293974
909	0.01675892748
910	0.01672592148
911	0.01668356824
912	0.01662152553
913	0.01659959156
914	0.01657746736
915	0.0165592028
916	0.01653962904
917	0.01650762197
918	0.01647830082
919	0.01645747295
920	0.01643599983
921	0.01639096234
922	0.01633582948
923	0.0163233413
924	0.01628260428
925	0.01625364539
926	0.01623859002
927	0.01623820206
928	0.01621744266
929	0.01620001647
930	0.01619073089
931	0.01615944489
932	0.0161266714
933	0.01609697159
934	0.01608632776
935	0.0160861112
936	0.01608574768
937	0.0160851363
938	0.0160494376
939	0.01604371903
940	0.01601197165
941	0.01596589512
942	0.01595484309
943	0.01592828334
944	0.01590766327
945	0.01585369748
946	0.01580953743
947	0.01576144651
948	0.0157367148
949	0.01568738717
950	0.01568010978
951	0.01565832793
952	0.01563610139
953	0.01561557355
954	0.01558417334
955	0.01558385733
956	0.0155632383
957	0.01553938831
958	0.0155194699
959	0.01551893566
960	0.01549173269
961	0.01544759454
962	0.01542412849
963	0.01537092488
964	0.01533620758
965	0.01529267955
966	0.01527070028
967	0.01525408726
968	0.01522311173
969	0.01518106596
970	0.01518076427
971	0.01514133013
972	0.01511021048
973	0.0151045527
974	0.0150945146
975	0.01509012646
976	0.01508281149
977	0.01506577561
978	0.0150411946
979	0.0150067258
980	0.01498452274
981	0.01495626425
982	0.01492108059
983	0.01489600378
984	0.01487149987
985	0.0148714959
986	0.01483151822
987	0.01480795335
988	0.01480743754
989	0.01480195066
990	0.01479941526
991	0.01476387563
992	0.01474747804
993	0.01472488496
994	0.01470795082
995	0.014675227
996	0.014657306
997	0.01461728366
998	0.0145802539
999	0.01452843008
